ID,Edad,Sexo,Estado_Civil,Numero_Hijos,Nivel_Educativo,Zona_Vivienda,Estrato,Sector,Tamaño_Empresa,Trabajo_Turnos,Tipo_Contrato,Horas_Semana,Ingreso,Tipo_Cargo,Personas_Cargo,Años_Experiencia,Antiguedad_Cargo,Modalidad,Horas_Traslado,Horas_Formacion,CT1,CT2,CT3,PT1,PT2,PT3,PT4,CL1,CL2,CL3,CL4,CL5,CL6,CL7,AC1,AC2,AC3,CR1,CR2,CR3,CR4,CoR1,CoR2,CoR3,GC1,GC2,GC3,GC4,SM1,SM2,SM3,SM4,SM5,SAT1,SAT2,SAT3,SAT4,SAT5,SAT6,SAT7,SAT8,SAT9,IR1,IR2,IR3,IR4,FT1,FT2,FT3,FT4,FT5,TF1,TF2,TF3,TF4,TF5,BU1,BU2,BU3,BU4,BU5,BU6,BU7,BU8,BU9,BU10,BU11,BU12,BP1,BP2,BP3,BP4,BP5,BP6,BP7,BP8,BP9,BP10,SOM1,SOM2,SOM3,SOM4,SOM5,DL1,DL2,DL3,DL4,DL5,DL6,DL7,DL8,IR1_original,outlier_flag,CTRL,PRES,LIDER,COMP,ROL_C,ROL_CON,CAMBIO,SM_ORG,SAT,RETIRO,FAM_TRAB,TRAB_FAM,BURNOUT,BIENESTAR,SOMATIZ,DESGASTE
103,36,Mujer,Casado,2,Técnico,Urbana,4.0,Mixto,Más de 500 empleados,No,Libre nombramiento y remocion,45,Entre 1 y 3 SMLV,Administrativo,No,Entre 15 a 20,Entre 7 y 10 años,Presencial,Entre 1 y 2 horas,26.0,3.0,3.0,,3.0,2.0,,2.0,3.0,4.0,2.0,4.0,3.0,3.0,,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,,7.0,4.0,6.0,7.0,6.0,5.0,5.0,3.0,5.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,3.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,,2.0,1.0,1.0,5.0,0,3.0,2.333,3.167,3.667,3.5,3.0,2.25,4.2,5.625,3.75,1.0,2.4,1.636,5.4,4.0,1.429
104,49,Mujer,Casado,Sin hijos,Tecnológico,Urbana,2.0,Público,Entre 50 y 200 empleados,No,Presentación de servicios,45,Entre 1 y 3 SMLV,Operativo,No,Entre 5 a 10,Entre 1 y 3 años,Presencial,Más de 3 horas,8.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,,3.0,,5.0,5.0,5.0,5.0,1.0,,2.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,7.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,4.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,3.0,4.0,3.0,2.0,,2.0,1.0,2.0,1.0,,,1.0,2.0,4.0,0,4.333,2.0,4.429,3.0,5.0,1.5,3.5,2.8,5.778,3.5,1.2,2.8,2.083,6.2,3.0,1.5
105,40,Hombre,Casado,2,Profesional,Rural,3.0,Público,Entre 200 y 500 empleados,No,Otro,50,Entre 1 y 3 SMLV,Administrativo,No,Entre 10 a 15,Menos de 1 año,Presencial,Menos de 1 hora,26.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,3.0,2.0,,,2.0,2.0,3.0,2.0,3.0,2.0,,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,,2.0,2.0,4.0,3.0,3.0,7.0,0,2.333,2.0,4.857,3.667,3.75,2.667,4.0,3.0,7.0,2.0,2.25,2.5,1.417,6.9,3.0,2.714
106,22,Mujer,Casado,1,Profesional,Urbana,3.0,Mixto,Más de 500 empleados,No,Carrera,44,Entre 5 y 10 SMLV,Operativo,No,Entre 1 a 5,Entre 1 y 3 años,Presencial,Menos de 1 hora,30.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,,2.0,2.0,2.0,1.0,2.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,6.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,7.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0,4.333,3.0,3.571,4.333,3.0,3.0,3.333,1.8,4.875,5.25,1.0,2.6,1.4,6.3,2.6,1.0
107,38,Mujer,Unión libre,Sin hijos,Tecnológico,Urbana,2.0,Público,Más de 500 empleados,Si,Carrera,41,Entre 1 y 3 SMLV,Directivo,No,Entre 10 a 15,Más de 10 años,Híbrido,Menos de 1 hora,55.0,2.0,3.0,3.0,4.0,,4.0,2.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,6.0,5.0,,6.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,,2.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,,1.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,,3.0,3.0,0,2.667,3.333,3.857,3.667,5.0,3.667,3.0,2.0,5.625,5.0,2.25,3.2,2.091,5.5,1.6,3.143
108,49,Mujer,Soltero,2,Posgrado,Urbana,3.0,Público,Entre 200 y 500 empleados,No,Libre nombramiento y remocion,39,Entre 1 y 3 SMLV,Operativo,No,Entre 10 a 15,Entre 1 y 3 años,Presencial,Entre 1 y 2 horas,8.0,5.0,4.0,5.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,4.0,5.0,5.0,4.0,,5.0,3.0,3.0,3.0,3.0,,3.0,2.0,2.0,1.0,3.0,2.0,3.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,6.0,7.0,7.0,6.0,,7.0,7.0,7.0,7.0,7.0,3.0,2.0,4.0,2.0,4.0,3.0,2.0,,3.0,3.0,3.0,2.0,3.0,6.0,0,4.667,1.75,2.429,4.667,4.667,3.0,2.667,2.2,6.0,1.5,1.0,1.4,1.417,6.778,3.0,2.714
109,24,Hombre,Soltero,3,Posgrado,Urbana,4.0,Público,Entre 200 y 500 empleados,No,Provisionalidad,30,Entre 1 y 3 SMLV,Administrativo,No,Entre 5 a 10,Entre 1 y 3 años,Presencial,Entre 2 y 3 horas,7.0,,1.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,,5.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,2.0,2.0,,3.0,2.0,7.0,6.0,5.0,6.0,,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,,,6.0,7.0,7.0,6.0,,4.0,5.0,5.0,5.0,4.0,,5.0,,4.0,4.0,2.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,4.0,0,1.0,4.0,3.857,4.0,4.667,3.0,4.0,2.25,5.25,4.0,4.25,6.5,4.222,5.4,4.4,2.25
110,24,Mujer,Casado,Sin hijos,Tecnológico,Urbana,2.0,Público,Más de 500 empleados,No,Presentación de servicios,46,Entre 1 y 3 SMLV,Administrativo,Si,Entre 1 a 5,Entre 1 y 3 años,Híbrido,Menos de 1 hora,82.625,2.0,,2.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,,5.0,5.0,5.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,,3.0,4.0,3.0,3.0,3.0,,7.0,5.0,6.0,7.0,6.0,6.0,7.0,7.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,2.0,7.0,5.0,6.0,,5.0,,4.0,4.0,4.0,2.0,,2.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,1,2.0,4.25,2.571,4.0,4.75,2.333,3.0,3.2,6.375,2.5,3.0,5.75,2.8,5.2,4.2,4.25
111,45,Hombre,Casado,Sin hijos,Posgrado,Urbana,4.0,Mixto,Entre 200 y 500 empleados,No,Libre nombramiento y remocion,44,Entre 5 y 10 SMLV,Administrativo,No,Entre 5 a 10,Entre 3 y 7 años,Presencial,Menos de 1 hora,17.0,2.0,2.0,2.0,3.0,4.0,,2.0,,4.0,3.0,4.0,3.0,,4.0,3.0,3.0,4.0,4.0,5.0,4.0,,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,4.0,,4.0,4.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,4.0,4.0,5.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,,2.0,4.0,4.0,3.0,3.0,4.0,0,2.0,3.0,3.6,3.333,4.333,2.333,1.75,3.4,6.0,4.0,1.8,2.2,2.75,4.5,3.0,3.143
112,36,Mujer,Viudo,2,Bachiller,Urbana,2.0,Público,Entre 200 y 500 empleados,Si,Presentación de servicios,38,Entre 1 y 3 SMLV,Administrativo,No,Entre 5 a 10,Entre 1 y 3 años,Presencial,Entre 2 y 3 horas,45.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,5.0,4.0,,4.0,5.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,,2.0,3.0,4.0,4.0,4.0,2.0,,,4.0,3.0,4.0,7.0,6.0,7.0,,4.0,4.0,4.0,4.0,4.0,5.0,,5.0,,5.0,5.0,,7.0,7.0,5.0,7.0,5.0,7.0,,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,,4.0,4.0,5.0,3.0,1.0,0,1.0,5.0,2.143,4.5,4.75,3.0,2.25,2.5,3.571,6.667,4.0,5.0,5.8,3.3,4.0,4.143
113,57,Mujer,Separado,Sin hijos,Tecnológico,Urbana,4.0,Público,Entre 50 y 200 empleados,No,Presentación de servicios,39,Entre 1 y 3 SMLV,Administrativo,Si,Más de 25,Entre 1 y 3 años,Presencial,Entre 1 y 2 horas,16.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0,,5.0,4.0,5.0,6.0,5.0,6.0,4.0,1.0,2.0,,2.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,,,2.0,2.0,,7.0,6.0,6.0,7.0,6.0,6.0,6.0,5.0,6.0,3.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,3.0,7.0,0,2.333,1.75,2.429,3.0,4.75,2.333,2.0,2.4,5.0,1.667,1.6,2.8,2.2,6.111,2.0,2.5
114,58,Mujer,Unión libre,2,Técnico,Urbana,5.0,Público,Entre 50 y 200 empleados,No,Libre nombramiento y remocion,43,Entre 3 y 5 SMLV,Operativo,No,Entre 20 a 25,Entre 1 y 3 años,Presencial,Menos de 1 hora,7.0,2.0,3.0,3.0,4.0,3.0,3.0,,,,3.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,,4.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,7.0,6.0,,7.0,6.0,,7.0,6.0,6.0,3.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,,3.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,5.0,0,2.667,3.333,3.8,4.667,5.0,3.333,3.667,3.8,6.429,2.0,1.2,4.2,1.333,6.8,2.0,2.5
115,47,Hombre,Casado,1,Posgrado,Urbana,2.0,Público,Entre 200 y 500 empleados,Si,Carrera,40,Entre 1 y 3 SMLV,Operativo,Si,Entre 1 a 5,Entre 1 y 3 años,Presencial,Menos de 1 hora,1.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,,4.0,4.0,4.0,4.0,5.0,5.0,6.0,,6.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,,4.0,3.0,0,3.0,3.5,2.857,4.667,4.5,2.667,2.5,3.25,4.444,5.25,2.8,4.4,4.455,5.556,2.4,4.286
116,40,Hombre,Unión libre,Sin hijos,Posgrado,Urbana,2.0,Público,Entre 200 y 500 empleados,No,Carrera,30,Entre 1 y 3 SMLV,Administrativo,No,Entre 1 a 5,Menos de 1 año,Presencial,Entre 1 y 2 horas,14.0,4.0,5.0,4.0,2.0,,2.0,1.0,,5.0,,4.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,,4.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,2.0,3.0,3.0,2.0,1.0,1.0,,1.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,7.0,5.0,6.0,7.0,5.0,7.0,6.0,5.0,6.0,6.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,0,4.333,1.667,4.2,2.667,4.75,2.0,3.5,4.5,6.556,2.5,1.0,2.4,1.917,6.0,2.6,1.125
118,55,Mujer,Casado,3,Posgrado,Urbana,2.0,Mixto,Entre 200 y 500 empleados,Si,Presentación de servicios,45,Entre 1 y 3 SMLV,Operativo,No,Entre 10 a 15,Entre 3 y 7 años,Presencial,Entre 1 y 2 horas,40.0,,3.0,4.0,1.0,2.0,2.0,1.0,4.0,,3.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,2.0,2.0,,4.0,4.0,4.0,,2.0,2.0,2.0,2.0,4.0,5.0,6.0,5.0,5.0,6.0,,,5.0,4.0,,,5.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,,5.0,6.0,6.0,,5.0,6.0,6.0,6.0,6.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,0,3.5,1.5,3.667,4.667,4.5,2.333,4.0,2.0,5.143,4.5,2.4,1.8,3.0,5.75,2.4,1.75
119,45,Hombre,Viudo,1,Profesional,Urbana,4.0,Mixto,Entre 50 y 200 empleados,No,Otro,48,Entre 3 y 5 SMLV,Operativo,Si,Entre 10 a 15,Entre 3 y 7 años,Presencial,Menos de 1 hora,82.625,1.0,2.0,2.0,5.0,4.0,4.0,,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,5.0,5.0,4.0,,5.0,5.0,4.0,,4.0,4.0,3.0,3.0,3.0,,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,6.0,7.0,5.0,7.0,2.0,3.0,,2.0,3.0,5.0,,5.0,5.0,5.0,1.0,2.0,4.0,5.0,5.0,4.0,4.0,2.0,,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,2.0,5.0,5.0,6.0,5.0,5.0,4.0,4.0,5.0,4.0,,4.0,,,2.0,1,1.667,4.333,3.571,4.0,4.667,4.5,4.333,3.25,3.222,6.25,2.5,5.0,3.545,3.2,5.2,4.2
120,65,Hombre,Soltero,3,Posgrado,Urbana,4.0,Público,Más de 500 empleados,No,Provisionalidad,45,Entre 1 y 3 SMLV,Administrativo,No,Entre 1 a 5,Entre 1 y 3 años,Presencial,Menos de 1 hora,16.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,,,4.0,4.0,5.0,5.0,5.0,5.0,2.0,,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,6.0,,,6.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,7.0,,,4.0,3.0,3.0,,3.0,4.0,2.0,4.0,3.0,4.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,,6.0,6.0,7.0,2.0,0,1.333,4.0,3.333,4.0,5.0,2.5,2.75,3.75,3.444,6.0,2.4,3.4,5.1,3.333,5.4,5.857
122,41,Mujer,Unión libre,2,Posgrado,Rural,3.0,Público,Entre 200 y 500 empleados,No,Carrera,43,Entre 3 y 5 SMLV,Administrativo,Si,Entre 10 a 15,Entre 1 y 3 años,Presencial,Menos de 1 hora,82.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,,3.0,5.0,4.0,5.0,4.0,4.0,,3.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,4.0,3.0,3.0,3.0,5.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,,4.0,2.0,4.0,0,5.0,2.0,4.167,4.333,3.333,2.333,3.75,3.4,6.556,3.25,3.4,3.2,1.917,6.7,2.0,2.714
123,40,Mujer,Soltero,Sin hijos,Tecnológico,Urbana,4.0,Público,Más de 500 empleados,No,Provisionalidad,40,Entre 1 y 3 SMLV,Administrativo,No,Entre 1 a 5,Más de 10 años,Presencial,Menos de 1 hora,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,,7.0,6.0,7.0,6.0,6.0,,5.0,7.0,6.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,6.0,,6.0,6.0,7.0,6.0,7.0,6.0,6.0,2.0,2.0,2.0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,7.0,0,2.667,2.5,3.333,3.333,4.0,2.0,4.75,4.5,6.25,1.5,1.4,1.4,1.25,6.222,2.0,1.5
126,47,Mujer,Soltero,Sin hijos,Profesional,Rural,4.0,Público,Entre 200 y 500 empleados,No,Carrera,42,Entre 1 y 3 SMLV,Administrativo,No,Más de 25,Entre 1 y 3 años,Presencial,Menos de 1 hora,17.0,5.0,4.0,4.0,2.0,2.0,1.0,,4.0,4.0,4.0,3.0,,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,1.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,1.0,,,2.0,3.0,2.0,3.0,2.0,2.0,4.0,,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,,2.0,1.0,1.0,1.0,2.0,1.0,7.0,0,4.333,1.667,3.833,4.333,5.0,1.667,3.25,2.6,6.778,1.5,2.4,3.0,1.167,6.9,1.6,1.429
127,30,Hombre,Casado,2,Posgrado,Urbana,4.0,Público,Entre 50 y 200 empleados,No,Otro,55,Entre 1 y 3 SMLV,Operativo,Si,Entre 10 a 15,Entre 1 y 3 años,Híbrido,Entre 2 y 3 horas,20.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,,4.0,4.0,5.0,4.0,,5.0,4.0,4.0,5.0,4.0,5.0,,4.0,4.0,5.0,4.0,5.0,5.0,4.0,,5.0,5.0,5.0,5.0,4.0,2.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,6.0,5.0,4.0,6.0,4.0,0,1.667,3.25,1.857,5.0,4.25,2.333,2.25,2.6,4.375,4.333,4.4,4.5,4.455,3.5,3.4,4.875
128,65,Hombre,Unión libre,1,Posgrado,Urbana,2.0,Público,Entre 50 y 200 empleados,No,Presentación de servicios,49,Entre 1 y 3 SMLV,Operativo,No,Más de 25,Entre 3 y 7 años,Presencial,Menos de 1 hora,0.0,5.0,5.0,5.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,,4.0,4.0,3.0,3.0,3.0,,5.0,4.0,5.0,2.0,2.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,,5.0,6.0,5.0,,5.0,6.0,6.0,4.0,6.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,7.0,0,5.0,1.5,4.0,3.0,4.667,2.333,4.0,4.75,6.667,1.5,1.6,1.2,1.833,5.375,2.4,1.125
129,56,Mujer,Casado,Sin hijos,Posgrado,Rural,4.0,Público,Entre 200 y 500 empleados,No,Otro,42,Entre 1 y 3 SMLV,Directivo,No,Entre 10 a 15,Menos de 1 año,Presencial,Menos de 1 hora,15.0,5.0,5.0,5.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,6.0,6.0,6.0,5.0,6.0,,5.0,6.0,,3.0,3.0,3.0,2.0,1.0,3.0,3.0,,2.0,2.0,,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,,4.0,2.0,2.0,2.0,2.0,4.0,7.0,6.0,6.0,,7.0,6.0,7.0,7.0,7.0,6.0,3.0,2.0,4.0,,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,0,5.0,1.75,3.429,4.667,4.75,1.667,2.75,1.8,5.714,2.75,2.25,2.0,2.182,6.556,2.75,3.5
130,46,Mujer,Casado,3,Profesional,Urbana,4.0,Público,Entre 200 y 500 empleados,No,Carrera,59,Entre 1 y 3 SMLV,Administrativo,No,Entre 20 a 25,Entre 1 y 3 años,Presencial,Entre 2 y 3 horas,49.0,5.0,5.0,5.0,2.0,1.0,1.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,,2.0,1.0,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,,1.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,1.0,1.0,3.0,,1.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,,1,5.0,1.5,3.571,3.0,4.5,3.333,4.25,2.2,6.667,1.333,1.333,1.2,1.3,6.6,1.5,3.375
